"Owning Library","Last Edit Date/Time","Call Number","Title","Author","Barcode","Circ Modifier","Price","Legacy Stat Cat 1 Value"
"TRRLS-BRANT","2020-04-02","EASY CAL","Cross-country cat","Calhoun, Mary","30301000102257","book","12.88","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY CAP","Biscuit","Capucilli, Alyssa Satin 1957-","30301000254280","book","12.95","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY CAR","The rooster who set out to see the world","Carle, Eric.","30301000188538","book","5.95","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY CHR","Christian nursery rhymes",,"30301000053856","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY COA","You say you saw a camel?","Coatsworth, Elizabeth Jane 1893-1986","30301000101754","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY COH","The new teacher","Cohen, Miriam 1926-","31006000633727","book","5.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY COH","When will I read?","Cohen, Miriam 1926-","30301000261277","book","20.58","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY CON","Feelings between friends","Conta, Marcia Maher","30301000070157","book","4.95","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY CON","The Tub people","Conrad, Pam.","30301000101788","book","12.95","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY COO","The silver cow : a Welsh tale","Cooper, Susan 1935-","31006000325811","book","13.95","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY CUM","Wickford of Beacon Hill.","Cummings, W. T.","30301000101945","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY DEL","ABC pigs go to market","DeLage, Ida","30301000058533","book","5.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY DEN","Kitten on the Keys","Dennis, Morgan 1891-1960","30301000040614","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY DEN","Kitten on the Keys","Dennis, Morgan 1891-1960","30301000102679","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY DEP","The legend of the Indian paintbrush","DePaola, Tomie 1934-","30301000052908","book","13.95","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY DER","May I bring a friend?","De Regniers, Beatrice Schenk.","30301000102471","book","13.95","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY DIS","Walt Disney Productions presents 101 dalmatians.",,"30301000037719","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY EAS","The alphabet book","Eastman, P. D. (Philip D.)","30301000068482","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY EIC","Dancing in the moon : counting rhymes","Eichenberg, Fritz 1901-1990","30301000103453","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY FAT","The happy lion","Fatio, Louise","30301000103529","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY FIT","Dear God, thanks for making me special!","Fitzgerald, Annie","31006000628693","book","3.99","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY FLE","Boxes for Katje","Fleming, Candace","31006000764597","book","16.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY GAY","What's your name? : Zhenya Gay","Gay, Zhenya","30301000146833","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY HIL","Pinocchio","Hillert, Margaret","30301000209425","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY HIR","The sick story","Hirsch, Linda","30301000039574","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY HOF","Who will be my friends?","Hoff, Syd 1912-2004","30301000105359","book","7.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY HOG","Little lost bear","Hogan, Inez 1895-1973","30301000039616","book","5.95","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY HOL","What's wrong at the beach?","Holladay, John.","31006000875419","book","15.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY HOR","Be nice to Josephine","Horvath, Betty F.","30301000039509","book","19.95","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY HOR","Be nice to Josephine","Horvath, Betty F.","30301000039517","book","19.95","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY HOW","Aunt Flossie's hats (and crab cakes later)","Howard, Elizabeth Fitzgerald.","30301000065660","book","14.95","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY HOW","Pinky and Rex and the school play","Howe, James 1946-","30301000266169","book","15.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY L","The secret seller","Lifton, Betty Jean","30301000107165","book","5.95","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY LIO","Tillie and the wall","Lionni, Leo 1910-1999","30301000190302","book","14.95","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY M","Flippy's flashlight","Marsh, Corinna.","30301000107751","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY M","The beautiful things","McGrath, Thomas 1916-1990","30301000108882","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY M","V for vanishing : an alphabet of endangered animals","Mullins, Patricia 1952-","30301000248555","book","12.50","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY MAC","All the places to love","MacLachlan, Patricia","30301000182259","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY MAD","Lemonade serenade : or, The thing in the garden","Madden, Don 1927-","30301000108064","book","5.95","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY MAR","Polar bear, polar bear, what do you hear?","Martin, Bill 1916-2004","30301000075198","book","16.95","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY MAR","Polar bear, polar bear, what do you hear?","Martin, Bill 1916-2004","30301000149621","book","16.95","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY MCD","Raven : a trickster tale from the Pacific Northwest","McDermott, Gerald","30301000107553","book","14.95","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY MER","The girl who loved caterpillars : a twelfth-century tale from Japan","Merrill, Jean","30301000107710","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY MOS","A pair of protoceratops","Most, Bernard.","30301000266250","book","11.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY N","Giggle E. Goose","Newman, Al.","30301000314548","book","13.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY NAS","The animal garden","Nash, Ogden 1902-1971","31006000633230","book","5.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY P","Big Max","Platt, Kin","30301000109542","book","10.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY P","Five bad boys, Billy Que, and the dustdobbin","Patron, Susan 1948-","30301000192936","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY P","The little engine that could","Piper, Watty","30301000043865","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY P","The little engine that could","Piper, Watty","30301000191649","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY POL","Song of the swallows","Politi, Leo 1908-1996","30301000109583","book","12.95","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY S","Benny's animals, and how he put them in order","Selsam, Millicent E. (Millicent Ellis) 1912-1996","30301000111233","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY S","Home : the tale of a mouse","Schlein, Miriam","30301000044301","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY S","I'm terrific","Sharmat, Marjorie Weinman","30301000111589","book","5.95","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY S","Molly Patch and her animal friends","Shecter, Ben.","30301000111472","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY S","Pea soup and sea serpents","Schroder, William.","30301000110540","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY S","Pea soup and sea serpents","Schroder, William.","30301000110995","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY S","Pea soup and sea serpents","Schroder, William.","30301000193835","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY S","The golden frog","Surany, Anico","30301000044335","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY SEL","Terry and the caterpillars.","Selsam, Millicent E. (Millicent Ellis) 1912-1996","30301000057543","book","5.95","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY SEL","Terry and the caterpillars.","Selsam, Millicent E. (Millicent Ellis) 1912-1996","30301000057568","book","5.95","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY SEL","Terry and the caterpillars.","Selsam, Millicent E. (Millicent Ellis) 1912-1996","30301000057576","book","5.95","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY SEL","Terry and the caterpillars.","Selsam, Millicent E. (Millicent Ellis) 1912-1996","30301000110458","book","5.95","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY SHA","Mooch the messy","Sharmat, Marjorie Weinman","30301000044046","book","10.89","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY SHA","Mooch the messy","Sharmat, Marjorie Weinman","30301000194023","book","10.89","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY SHA","Sheep out to eat","Shaw, Nancy (Nancy E.)","30301000110490","book","13.95","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY SHA","Sheep out to eat","Shaw, Nancy (Nancy E.)","30301000193892","book","13.95","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY SHE","The whales' song","Sheldon, Dyan.","30301000002796","book","14.95","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY SHU","The germ patrol : all about shots for tots ... and big kids, too!","Shulman, Neil.","30301000247086","book","14.95","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY STA","Fortune","Stanley, Diane","30301000110631","book","12.88","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY STE","How the Manx cat lost its tail","Stevens, Janet","30301000047593","book","14.95","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY STE","Rolling Rose","Stevenson, James 1929-2017","30301000114336","book","14.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY T","Hide and seek fog","Tresselt, Alvin R.","30301000112108","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY T","The dead tree","Tresselt, Alvin 1916-2000","30301000111985","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY TOF","One less fish","Toft, Kim Michelle.","30301000310538","book","12.30","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY U","The birthday visitor","Uchida, Yoshiko","30301000112470","book","5.95","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY W","Sweet dream pie","Wood, Audrey","30301000261806","book","15.95","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY W","The house on East 88th Street","Waber, Bernard","30301000113304","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY W","The house on East 88th Street","Waber, Bernard","30301000188983","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY W","Walt Disney's Sleeping beauty.","Walt Disney Productions","30301000210159","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY WAL","Walt Disney's 101 Dalmatians.",,"31006000701730","book","5.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY WAL","Walt Disney's Cinderella.",,"30301000040531","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY WAL","Walt Disney's Sleeping Beauty.",,"31006000145565","book","5.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY WAL","Walt Disney's Winnie the Pooh and Tigger too.",,"30301000238721","book","2.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY WAS","Sailor Jack and Bluebell","Wassermann, Selma","30301000113791","book","1.60","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY WIE","Free fall","Wiesner, David","30301000189510","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY WOO","Elbert's bad word","Wood, Audrey","30301000060752","book","13.95","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","EASY WOO","The Bunyans","Wood, Audrey","30301000155396","book","15.95","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","FIC ALE","Blood sacrifice : a mystery of the Yucat·n","Alexander, Gary 1941-","30301000087359","book","17.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","FIC AND","Dawn","Andrews, V. C. (Virginia C.)","30301000087441","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","FIC AND","Heart song","Andrews, V. C. (Virginia C.)","30301000195756","book","23.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","FIC AND","Willow","Andrews, V. C. (Virginia C.)","31006001114511","book","7.99","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","FIC BAR","Silverwood","Barnes, Joanna 1934-","30301000051900","book","16.95","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","FIC BES 1991","The best American short stories.",,"30301000077194","book","14.95","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","FIC BOU VOL.2","A treasury of great science fiction",,"30301000095386","book","9.95","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","FIC BUR","The Farnsworth $core","Burns, Rex","30301000032306","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","FIC CLA","Remember me","Clark, Mary Higgins.","30301000097531","book","23.95","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","FIC COL","Prime time : a novel","Collins, Joan 1933-","31006000792424","book","19.95","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","FIC COL","Trail of the Spanish bit","Coldsmith, Don 1926-2009","30301000014031","book","5.50","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","FIC COM","The legend of the painted horse","Combs, Harry","30301000125654","book","21.95","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","FIC DAI","Stands a Calder man","Dailey, Janet","30301000136479","book","6.95","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","FIC DAL","Guns of Roman Nose.","Daly, Robert W. (Robert Welter) 1916-1975","30301000036232","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","FIC DEV","Velvet song","Deveraux, Jude","30301000137014","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","FIC DIX","Dixie ghosts : haunting, spine-chilling stories from the American south",,"30301000185039","book","9.95","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","FIC GOL","Dumping Billy","Goldsmith, Olivia","31006000926907","book","24.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","FIC GOU","The joy of the snow","Goudge, Elizabeth 1900-1984","30301000138780","book","8.95","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","FIC GUN","Sisterchicks do the hula","Gunn, Robin Jones 1955-","31006000745224","book","12.99","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","FIC GUN","Sisterchicks on the loose","Gunn, Robin Jones 1955-","31006000638429","book","12.99","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","FIC HAL","Black ice : a novel","Hall, Linda 1950-","31006001206523","book","12.99","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","FIC HIL","Matched pearls","Hill, Grace Livingston 1865-1947","30301000140141","book","5.95","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","FIC HIL","The girl from Montana","Hill, Grace Livingston 1865-1947","30301000079794","book","6.95","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","FIC HIL","The story of a whim","Hill, Grace Livingston 1865-1947","30301000075396","book","5.95","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","FIC HIL","The white lady","Hill, Grace Livingston 1865-1947","30301000022588","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","FIC HIL","White orchids","Hill, Grace Livingston 1865-1947","30301000140216","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","FIC HOL","Bride of Pendorric","Holt, Victoria 1906-1993","30301000027306","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","FIC JAM","The Europeans : a sketch","James, Henry 1843-1916","30301000067591","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","FIC JAN","Minor in possession","Jance, Judith A.","30301000024469","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","FIC JET","Hard merchandise","Jeter, K. W.","31006000754135","book","5.99","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","FIC JON","Gone the dreams and dancing","Jones, Douglas C. (Douglas Clyde) 1924-1998","30301000149456","book","15.95","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","FIC KIN","Gerald's game","King, Stephen 1947-","30301000004941","book","23.50","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","FIC LAM","Where the long grass blows","L'Amour, Louis 1908-1988","30301000006367","book","25.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","FIC LAM","Yondering","L'Amour, Louis 1908-1988","30301000007720","book","6.75","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","FIC LAY","The traveling vampire show","Laymon, Richard","31006002812287","book","5.99","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","FIC ODE","Back roads","O'Dell, Tawni","30301000259206","book","24.95","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","FIC PAL","Renegade","Palmer, Diana","31006000928242","book","16.95","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","FIC PAT","Blindside","Patterson, James 1947-","31006003818861","book","28.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","FIC PER","The assault : cycle two of the Harbingers series",,"31006003604493","book","15.99","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","FIC PET","A time of war","Peterson, Michael (Michael I.)","30301000209953","book","5.95","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","FIC PIL","Flowers in the rain & other stories","Pilcher, Rosamunde","30301000002663","book","20.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","FIC PIL","September","Pilcher, Rosamunde","30301000093290","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","FIC PIL","Sleeping tiger.","Pilcher, Rosamunde","30301000093241","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","FIC PIL","The end of summer","Pilcher, Rosamunde","31006000325753","book","3.95","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","FIC PIL","Under Gemini","Pilcher, Rosamunde","30301000093308","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","FIC PRE","Tyrannosaur Canyon","Preston, Douglas J.","31006001086040","book","24.95","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","FIC RIC","Dream country","Rice, Luanne","30301000214177","book","21.95","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","FIC RIC","Violin","Rice, Anne 1941-","31006000629410","book","18.95","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","FIC ROB","Heart of the sea","Roberts, Nora.","31006002841344","book","7.99","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","FIC ROS","Independence!","Ross, Dana Fuller.","30301000097846","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","FIC ROS","Kentucky!","Ross, Dana Fuller.","30301000073342","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","FIC S","Privileged lives","Stewart, Edward 1938-1996","30301000027215","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","FIC SAU","The right hand of evil","Saul, John.","30301000210985","book","25.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","FIC SHE","Windmills of the gods","Sheldon, Sidney.","30301000070066","book","18.95","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","FIC SPE","The endearment","Spencer, LaVyrle.","30301000003125","book","20.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","FIC STE","The kiss","Steel, Danielle","31006000030528","book","26.95","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","FIC STR","Floating dragon","Straub, Peter 1943-","30301000022810","book","15.95","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","FIC STR","Houses without doors","Straub, Peter","30301000196267","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","FIC WHI","Flaming tree","Whitney, Phyllis A. 1903-2008","30301000034104","book","0.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","FIC WIC","Every little thing about you","Wick, Lori.","31006000079236","book","11.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","FIC WOO","A love undone : an Amish novel of shattered dreams and God's unfailing grace","Woodsmall, Cindy.","31006003450723","book","14.99","PINES-GIFT"
"TRRLS-BRANT","2020-04-02","FIC WOO","Dirt : a novel","Woods, Stuart","30301000123709","book","24.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","FIC WOO","White cargo : a novel","Woods, Stuart","30301000069431","book","17.95","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","FIC YBA","Beloved counterfeit","Y'Barbo, Kathleen","31006002524668","book","14.95","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","FIC YEA","The year's best science fiction.",,"30301000096756","book","18.00","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","FIC YOU","Blood bayou : a novel","Young, Karen.","31006002827814","book","14.99","PINES-FICTION"
"TRRLS-BRANT","2020-04-02","JUV FIC ADL","Cam Jansen and the mystery at the monkey house","Adler, David A.","30301000040838","book","0.00","PINES-FICTION"
