"Owning Library","Item Barcode","Shelving Location Name","Use Count","Title","Author","Pubdate","Callnumber Label","Dewy Hundreds","Dewy Tens","Status","Deleted","Price","Edit Date","Create Date"
"OCRL-DUBLN","31040000033505","SPECNEEDS","0","Perseus and the Gorgon's head","MacKenzie, Gareth.","1996","TBC CAS MACK",,,"13","1","25.00","2020-06-26","2001-08-22"
"OCRL-DUBLN","31040000033547","SPECNEEDS","0","Timon and the volcano","Davidson, Peggy.","1996","TBC CAS FIC DAVI",,,"13","1","25.00","2020-06-26","2001-08-22"
"OCRL-DUBLN","31040000033554","SPECNEEDS","1","Twister","Wise, Mark.","1996","TBC CAS WISE",,,"13","1","25.00","2020-06-26","2001-08-22"
"OCRL-DUBLN","31040000033604","SPECNEEDS","0","Earthquake!","Vintilla-Friedman, Susan.","1994","TBC CAS VINT",,,"13","1","25.00","2020-06-26","2001-08-22"
"OCRL-DUBLN","31040000041235","Reference Office","10","Reasoning skills success in 20 minutes a day","Chesla, Elizabeth L.","1998","153.4 CHES","100","150","13","1","25.00","2020-06-26","2001-12-11"
"OCRL-DUBLN","31040000043785","NONFIC","20","Baffling Bible questions answered","Richards, Larry 1931-","2000","220.6 RICH","200","220","13","1","25.00","2020-06-26","2001-12-19"
"OCRL-DUBLN","31040000077833","JUV","4","The Circus Lunicus","Singer, Marilyn","2000","J SING",,,"13","1","25.00","2020-06-25","2002-04-16"
"OCRL-DUBLN","31040000097815","NONFIC","2","Guinness world records 2001",,"2001","032 GUIN 2011","000","030","13","1","25.00","2020-06-26","2002-06-18"
"OCRL-DUBLN","31040000106384","JUV","12","Robinson Crusoe","Price, Sean.","2001","J DEFOE",,,"13","1","25.00","2020-06-25","2004-05-28"
"OCRL-DUBLN","31040000106939","NONFIC","8","Guinness world records 2002",,"2002","032 GUIN 2002","000","030","13","1","25.00","2020-06-26","2002-07-22"
"OCRL-DUBLN","31040000108117","GENEALOGY","0","My backyard history book","Weitzman, David.","1976","GEN 973.07 WEIT","900","970","13","1","25.00","2020-06-25","2002-07-25"
"OCRL-DUBLN","31040000109024","Reference Office","4","Life after loss : conquering grief and finding hope","Moody, Raymond A. Jr","2001","155.937 MOOD","100","150","13","1","25.00","2020-06-26","2002-07-30"
"OCRL-DUBLN","31040000112283","JUV","29","Heidi","Bland, Celia.","2001","J SPYR",,,"13","1","25.00","2020-06-25","2003-01-06"
"OCRL-DUBLN","31040000113711","SPECNEEDS","2","The cask of Amontillado","Wilbourn, Kallie.","1999","TBC CAS POE",,,"13","1","25.00","2020-06-26","2002-08-19"
"OCRL-DUBLN","31040000113760","SPECNEEDS","1","The gift of the Magi","Hunter, Jerry.","1999","TBC CAS FIC HENR",,,"13","1","25.00","2020-06-26","2002-08-19"
"OCRL-DUBLN","31040000113810","SPECNEEDS","0","Theseus and the Minotaur","MacKenzie, Gareth.","1997","TBC CAS 292.13 MACK","200","290","13","1","25.00","2020-06-26","2002-08-19"
"OCRL-DUBLN","31040000113828","SPECNEEDS","3","Jim Thorpe","Gottfried, Ted","1996","TBC CAS 92 THORPE",,,"13","1","25.00","2020-06-26","2002-08-19"
"OCRL-DUBLN","31040000113877","SPECNEEDS","0","The tell-tale heart","Hunter, Jerry","1999","TBC CAS POE",,,"13","1","25.00","2020-06-26","2002-08-19"
"OCRL-DUBLN","31040000113927","SPECNEEDS","1","Reverend Martin Luther King, Jr","Gottfried, Ted","1996","TBC CAS 92 KING",,,"13","1","25.00","2020-06-26","2002-08-19"
"OCRL-DUBLN","31040000113976","SPECNEEDS","0","The monkey's paw","Hunter, Jerry","1999","TBC CAS JACO",,,"13","1","25.00","2020-06-26","2002-08-19"
"OCRL-DUBLN","31040000116581","JUV","19","Peter Rabbit's ABC 1,2,3","Potter, Beatrix 1866-1943","1995","E POTT",,,"13","1","25.00","2020-06-25","2001-07-17"
"OCRL-DUBLN","31040000130368","JUV","24","Vocabulary & spelling success in 20 minutes a day","Meyers, Judith N.","1998","428.1 MEYE","400","420","13","1","25.00","2020-06-25","2002-01-17"
"OCRL-DUBLN","31040000133412","NONFIC","40","The essential guide to Bible versions","Comfort, Philip Wesley","2000","220.52 COMF","200","220","0","1","25.00","2019-11-07","2003-08-19"
"OCRL-DUBLN","31040000140623","BHDESK","0","The handy science answer book",,"2003","RREF 500 HAND","500","500","13","1","25.00","2020-06-25","2003-08-11"
"OCRL-DUBLN","31040000141324","REF","0","West's code of Georgia annotated.","Georgia","2003","REF GA 348.758 GEOR V.21","300","340","13","1","25.00","2020-06-26","2003-08-12"
"OCRL-DUBLN","31040000141407","NONFIC","3","Indelible ink : 22 prominent Christian leaders discuss the books that shape their faith",,"2003","230 INDE","200","230","13","1","25.00","2020-06-26","2003-08-11"
"OCRL-DUBLN","31040000151091","JUV","8","Why am I different?","Simon, Norma","1976","J 155.2 SIMO","100","150","13","1","25.00","2020-06-25","2003-08-28"
"OCRL-DUBLN","31040000153105","Reference Office","1","The virtue of prosperity : finding values in an age of techno-affluence","D'Souza, Dinesh 1961-","2000","174.4 DSOU","100","170","13","1","25.00","2020-06-26","2003-09-08"
"OCRL-DUBLN","31040000171669","JUV","12","Grandma's soup","Karkowsky, Nancy Faye.","1989","E KARK",,,"13","1","25.00","2020-06-25","2004-07-21"
"OCRL-DUBLN","31040000171776","JUV","25","Leo the Lop : tail one","Cosgrove, Stephen.","2002","E COSG",,,"13","1","25.00","2020-06-25","2004-07-21"
"OCRL-DUBLN","31040000171826","JUV","17","Leo the lop. Tail four","Cosgrove, Stephen.","2002","E COSG",,,"13","1","25.00","2020-06-25","2004-07-21"
"OCRL-DUBLN","31040000171875","JUV","16","Leo the lop. Tail three","Cosgrove, Stephen.","2002","E COSG",,,"13","1","25.00","2020-06-25","2004-07-21"
"OCRL-DUBLN","31040000171966","JUV","14","Leo the lop. Tail two","Cosgrove, Stephen.","2002","E COSG",,,"13","1","25.00","2020-06-25","2004-07-21"
"OCRL-DUBLN","31040000173608","JUV","95","The Berenstain Bears count their blessings","Berenstain, Stan 1923-2005","1995","E BERE",,,"13","1","25.00","2020-06-25","2004-07-22"
"OCRL-DUBLN","31040000189927","JUV","2","Twice as nice : what it's like to be a twin","Rubel, Nicole","2004","J 306.875 RUBE","300","300","13","1","25.00","2020-06-25","2004-10-27"
"OCRL-DUBLN","31040000197581","Reference Office","1","Shooting under fire : the world of the war photographer","Howe, Peter 1942-","2002","070.4 HOWE","000","070","13","1","25.00","2020-06-26","2004-10-29"
"OCRL-DUBLN","31040000197862","NONFIC","3","The name","Graham, Franklin 1952-","2002","232 GRA","200","230","13","1","25.00","2020-06-26","2004-10-28"
"OCRL-DUBLN","31040000198183","JUV","4","More perfect than the moon","MacLachlan, Patricia","2004","J MACL",,,"13","1","25.00","2020-06-25","2004-10-27"
"OCRL-DUBLN","31040000199793","NONFIC","59","English grammar for dummies","Woods, Geraldine","2001","428.2 WOOD","400","420","13","1","25.00","2020-06-26","2004-11-03"
"OCRL-DUBLN","31040000200146","Reference Office","1","More than money : true stories of people who learned life's ultimate lesson","Cavuto, Neil.","2004","170.44 CAVU","100","170","13","1","25.00","2020-06-26","2004-11-04"
"OCRL-DUBLN","31040000204114","JUV","20","Santa's favorite story","Aoki, Hisako","1997","E AOKI",,,"13","1","25.00","2020-06-25","2004-11-22"
"OCRL-DUBLN","31040000235175","JUV","1","Mother Goose for Christmas","PËne du Bois, William 1916-1993","1973","E DUBO",,,"13","1","25.00","2020-06-25","2005-06-07"
"OCRL-DUBLN","31040000240886","Reference Office","4","The cheating culture : why more Americans are doing wrong to get ahead","Callahan, David 1965-","2004","174 CALL","100","170","13","1","25.00","2020-06-26","2004-02-23"
"OCRL-DUBLN","31040000246032","GENEALOGY","0","The Highland Clans","Moncreiffe of that Ilk, Iain 1919-1985","1967","GEN 929.2 MONC","900","920","13","1","25.00","2020-06-25","2004-03-23"
"OCRL-DUBLN","31040000252162","LG-PRNT","76","About face","Michaels, Fern","2003","LP FIC MICH",,,"13","1","25.00","2020-06-25","2004-04-08"
"OCRL-DUBLN","31040000265974","JUV","12","The hickory chair","Fraustino, Lisa Rowe.","2001","E FRAU",,,"13","1","25.00","2020-06-25","2004-05-04"
"OCRL-DUBLN","31040000266097","JUV","11","The king's secret : the legend of King Sejong","Farley, Carol (Children's story writer)","2001","E FARL",,,"13","1","25.00","2020-06-25","2004-05-04"
"OCRL-DUBLN","31040000268242","JUV","27","The phantom tollbooth","Juster, Norton 1929-","1996","J JUST",,,"13","1","25.00","2020-06-25","2004-05-20"
"OCRL-DUBLN","31040000268770","JUV","6","The case of the barfy birthday : and other super-scientific cases","Torrey, Michele.","2003","J TORR",,,"13","1","25.00","2020-06-25","2004-05-20"
"OCRL-DUBLN","31040000269927","JUV","0","The canine connection : stories about dogs and people","Hearne, Betsy Gould","2003","J HEAR",,,"13","1","25.00","2020-06-25","2004-05-17"
"OCRL-DUBLN","31040000270883","JUV","82","Just a thunderstorm","Mayer, Gina.","2003","E MAYE",,,"13","1","25.00","2020-06-25","2004-05-18"
"OCRL-DUBLN","31040000275056","JUV","4","Beauty, her basket","Belton, Sandra","2004","E BELT",,,"13","1","25.00","2020-06-25","2004-05-24"
"OCRL-DUBLN","31040000275130","JUV","15","The two princesses of Bamarre","Levine, Gail Carson","2001","J LEVI",,,"13","1","25.00","2020-06-25","2004-05-24"
"OCRL-DUBLN","31040000276567","JUV","12","The way mothers are.","Schlein, Miriam","1963","E SCHL",,,"13","1","25.00","2020-06-25","2004-05-25"
"OCRL-DUBLN","31040000277037","JUV","2","Help Jumbo escape","Punnett, Dick 1924-","1982","E PUNN",,,"13","1","25.00","2020-06-25","2004-05-24"
"OCRL-DUBLN","31040000282540","JUV","3","The window","Dorris, Michael.","1997","J DORR",,,"13","1","25.00","2020-06-25","2004-05-28"
"OCRL-DUBLN","31040000304914","FIC","52","Rejoice","Kingsbury, Karen","2004","FIC KING",,,"13","1","25.00","2020-06-25","2005-03-09"
"OCRL-DUBLN","31040000307222","AV","28","Everyday grace [having hope, finding forgiveness, and making miracles]","Williamson, Marianne 1952-","2002","CD 299.93 WILL","200","290","13","1","25.00","2020-06-25","2005-03-22"
"OCRL-DUBLN","31040000308287","LG-PRNT","13","The reluctant suitor","Woodiwiss, Kathleen E.","2003","LP FIC WOOD",,,"13","1","25.00","2020-06-26","2005-03-23"
"OCRL-DUBLN","31040000311059","JUV","18","Yesterday I had the blues","Frame, Jeron Ashford","2003","E FRAM",,,"13","1","25.00","2020-06-25","2005-04-11"
"OCRL-DUBLN","31040000311695","JUV","61","Olivia- and the missing toy","Falconer, Ian 1959-","2003","E FALC",,,"13","1","25.00","2020-06-25","2005-04-11"
"OCRL-DUBLN","31040000313253","NONFIC","7","Guinness world records 2003",,"2003","032 GUIN 2003","000","030","13","1","25.00","2020-06-26","2005-03-21"
"OCRL-DUBLN","31040000318187","JUV","12","Look Mom! I built my own Web site","Amihud, Zohar","2005","J 006.7 AMIH","000","000","13","1","25.00","2020-06-25","2005-05-11"
"OCRL-DUBLN","31040000324383","JUV","49","Reading makes you feel good","Parr, Todd","2005","E PARR",,,"13","1","25.00","2020-06-25","2005-06-10"
"OCRL-DUBLN","31040000331313","FIC","15","Over her dead body","White, Kate 1950-","2005","FIC WHIT",,,"13","1","25.00","2020-06-25","2005-07-05"
"OCRL-DUBLN","31040000335264","NONFIC","7","Real estate license examinations : a complete guide to salesperson, broker, and appraisal exams","Martin, Joseph H.","2002","333.33 MART","300","330","13","1","25.00","2020-06-26","2005-08-03"
"OCRL-DUBLN","31040000336023","YA","42","Raising dragons","Davis, Bryan 1958-","2004","YA DAVI",,,"13","1","25.00","2020-06-26","2005-08-05"
"OCRL-DUBLN","31040000345826","AV","19","In their own words the space race",,"2003","CD 629.4109 SPAC","600","620","13","1","25.00","2020-06-25","2005-10-10"
"OCRL-DUBLN","31040000351071","AV","102","Sad cypress","Christie, Agatha 1890-1976","2002","CD FIC CHRI",,,"13","1","25.00","2020-06-25","2005-12-20"
"OCRL-DUBLN","31040000352350","Reference Office","9","What should I do with my life? : the true story of people who answered the ultimate question","Bronson, Po 1964-","2003","170.44 BRON","100","170","13","1","25.00","2020-06-26","2005-12-08"
"OCRL-DUBLN","31040000354042","JUV","1","The World Book encyclopedia.",,"2006","J 031 WORL 2006 V.12","000","030","13","1","25.00","2020-06-25","2005-12-23"
"OCRL-DUBLN","31040000354083","JUV","5","The World Book encyclopedia.",,"2006","J 031 WORL 2006 V.1","000","030","13","1","25.00","2020-06-25","2005-12-23"
"OCRL-DUBLN","31040000354091","JUV","3","The World Book encyclopedia.",,"2006","J 031 WORL 2006 V.13","000","030","13","1","25.00","2020-06-25","2005-12-23"
"OCRL-DUBLN","31040000354133","JUV","6","The World Book encyclopedia.",,"2006","J 031 WORL 2006 V.2","000","030","13","1","25.00","2020-06-25","2005-12-23"
"OCRL-DUBLN","31040000354141","JUV","3","The World Book encyclopedia.",,"2006","J 031 WORL 2006 V.14","000","030","13","1","25.00","2020-06-25","2005-12-23"
"OCRL-DUBLN","31040000354182","JUV","1","The World Book encyclopedia.",,"2006","J 031 WORL 2006 V.3","000","030","13","1","25.00","2020-06-25","2005-12-23"
"OCRL-DUBLN","31040000354190","JUV","1","The World Book encyclopedia.",,"2006","J 031 WORL 2006 V.15","000","030","13","1","25.00","2020-06-25","2005-12-23"
"OCRL-DUBLN","31040000354232","JUV","2","The World Book encyclopedia.",,"2006","J 031 WORL 2006 V.4","000","030","13","1","25.00","2020-06-25","2005-12-23"
"OCRL-DUBLN","31040000354240","JUV","3","The World Book encyclopedia.",,"2006","J 031 WORL 2006 V.16","000","030","13","1","25.00","2020-06-25","2005-12-23"
"OCRL-DUBLN","31040000354281","JUV","0","The World Book encyclopedia.",,"2006","J 031 WORL 2006 V.5","000","030","13","1","25.00","2020-06-25","2005-12-23"
"OCRL-DUBLN","31040000354299","JUV","2","The World Book encyclopedia.",,"2006","J 031 WORL 2006 V.17","000","030","13","1","25.00","2020-06-25","2005-12-23"
"OCRL-DUBLN","31040000354331","JUV","1","The World Book encyclopedia.",,"2006","J 031 WORL 2006 V.6","000","030","13","1","25.00","2020-06-25","2005-12-23"
"OCRL-DUBLN","31040000354349","JUV","2","The World Book encyclopedia.",,"2006","J 031 WORL 2006 V.18","000","030","13","1","25.00","2020-06-25","2005-12-23"
"OCRL-DUBLN","31040000354380","JUV","1","The World Book encyclopedia.",,"2006","J 031 WORL 2006 V.7","000","030","13","1","25.00","2020-06-25","2005-12-23"
"OCRL-DUBLN","31040000354398","JUV","3","The World Book encyclopedia.",,"2006","J 031 WORL 2006 V.19","000","030","13","1","25.00","2020-06-25","2005-12-23"
"OCRL-DUBLN","31040000354430","JUV","4","The World Book encyclopedia.",,"2006","J 031 WORL 2006 V.8","000","030","13","1","25.00","2020-06-25","2005-12-23"
"OCRL-DUBLN","31040000354448","JUV","2","The World Book encyclopedia.",,"2006","J 031 WORL 2006 V.20","000","030","13","1","25.00","2020-06-25","2005-12-23"
"OCRL-DUBLN","31040000354489","JUV","0","The World Book encyclopedia.",,"2006","J 031 WORL 2006 V.9","000","030","13","1","25.00","2020-06-25","2005-12-23"
"OCRL-DUBLN","31040000354539","JUV","0","The World Book encyclopedia.",,"2006","J 031 WORL 2006 V.10","000","030","13","1","25.00","2020-06-25","2005-12-23"
"OCRL-DUBLN","31040000354588","JUV","0","The World Book encyclopedia.",,"2006","J 031 WORL 2006 V.11","000","030","13","1","25.00","2020-06-25","2005-12-23"
"OCRL-DUBLN","31040000359496","JUV","5","Communication","Aliki","1993","J 302.2 ALIK","300","300","13","1","25.00","2020-06-25","2006-02-14"
"OCRL-DUBLN","31040000359629","REF","0","Antique Trader antiques & collectibles price guide 2006",,"2005","REF 745.1075 HUSF","700","740","13","1","25.00","2020-06-26","2006-02-09"
"OCRL-DUBLN","31040000362318","Reference Office","14","Not in Kansas anymore : a curious tale of how magic is transforming America","Wicker, Christine.","2005","133.40973 WICK","100","130","13","1","25.00","2020-06-26","2006-04-11"
"OCRL-DUBLN","31040000421304","AV","33","Self matters [creating your life from the inside out]","McGraw, Phillip C. 1950-","2001","CD 158.1 MCGR","100","150","13","1","25.00","2020-06-25","2003-05-07"
"OCRL-DUBLN","31040000422906","JUV","5","Peacebound trains","Balgassi, Haemi.","1996","E BALG",,,"13","1","25.00","2020-06-25","2002-11-26"
"OCRL-DUBLN","31040000435775","JUV","47","A present for Mom","French, Vivian","2002","E FREN",,,"13","1","25.00","2020-06-25","2003-01-13"
"OCRL-DUBLN","31040000436096","JUV","5","Top entrepreneurs and their businesses","Pile, Robert B. 1918-","1993","J 338.04 PILE","300","330","13","1","25.00","2020-06-25","2003-01-13"
"OCRL-DUBLN","31040000436286","JUV","11","Pictures of Hollis Woods","Giff, Patricia Reilly","2002","J GIFF",,,"13","1","25.00","2020-06-25","2003-01-21"
"OCRL-DUBLN","31040000438944","JUV","8","Daphne's book","Hahn, Mary Downing.","1983","J HAHN",,,"13","1","25.00","2020-06-25","2003-01-28"
"OCRL-DUBLN","31040000457860","FIC","34","For the roses","Garwood, Julie.","1995","FIC GARW",,,"13","1","25.00","2020-06-25","2003-03-15"
"OCRL-DUBLN","31040000463819","JUV","4","Overnight","Griffin, Adele","2003","J GRIF",,,"13","1","25.00","2020-06-25","2003-05-05"
"OCRL-DUBLN","31040000469857","REF","0","West's code of Georgia annotated.","Georgia","2003","REF GA 348.758 GEOR V.52","300","340","13","1","25.00","2020-06-26","2003-06-05"
"OCRL-DUBLN","31040000469907","REF","0","West's code of Georgia annotated.","Georgia","2003","REF GA 348.758 GEOR V.53","300","340","13","1","25.00","2020-06-26","2003-06-05"
"OCRL-DUBLN","31040000470079","REF","0","West's code of Georgia annotated.","Georgia","2003","REF GA 348.758 GEOR V.20","300","340","13","1","25.00","2020-06-26","2003-06-05"
"OCRL-DUBLN","31040000477496","JUV","0","Carefulness","Riehecky, Janet 1953-","1990","E RIEH",,,"13","1","25.00","2020-06-25","2004-01-27"
"OCRL-DUBLN","31040000490234","JUV","3","Aleutian sparrow","Hesse, Karen","2003","J HESS",,,"13","1","25.00","2020-06-25","2003-12-03"
"OCRL-DUBLN","31040000495381","JUV","32","Flutterby","Cosgrove, Stephen.","1995","E COSG",,,"13","1","25.00","2020-06-25","2004-01-08"
"OCRL-DUBLN","31040000495571","JUV","25","The whipping boy","Fleischman, Sid 1920-2010","1986","J FLEI",,,"13","1","25.00","2020-06-25","2004-01-08"
"OCRL-DUBLN","31040000496454","NONFIC","0","Divorce and money : everything you need to know","Smith, Gayle Rosenwald.","2004","346.7301 SMIT","300","340","13","1","25.00","2020-06-26","2004-02-04"
"OCRL-DUBLN","31040000498500","JUV","1","Jacob have I loved","Paterson, Katherine","1990","J PATE",,,"13","1","25.00","2020-06-25","2004-02-06"
"OCRL-DUBLN","31040000559541","AV","45","Shadow divers [the true adventure of two Americans who discovered Hitler's lost sub]","Kurson, Robert.","2004","CD 940.545 KURS","900","940","13","1","25.00","2020-06-25","2006-02-16"
"OCRL-DUBLN","31040000559970","NONFIC","3","So what can I eat?! : how to make sense of the new dietary guidelines for Americans and make them your own","Zied, Elisa.","2006","363.85610973 ZIED","300","360","13","1","25.00","2020-06-26","2006-02-17"
"OCRL-DUBLN","31040000564152","AV","32","The Chronicles of Narnia",,"2003","CD FIC LEWI PT 4",,,"13","1","25.00","2020-06-25","2006-03-21"
"OCRL-DUBLN","31040000564160","AV","39","The Chronicles of Narnia",,"2003","CD FIC LEWI PT 5",,,"13","1","25.00","2020-06-25","2006-03-21"
"OCRL-DUBLN","31040000564806","JUV","5","Little Arliss","Gipson, Fred 1908-1973","1978","J GIPS",,,"13","1","25.00","2020-06-25","2001-07-24"
"OCRL-DUBLN","31040000566900","YA","102","The lightning thief","Riordan, Rick","2005","YA RIOR",,,"13","1","25.00","2020-06-26","2006-03-30"
"OCRL-DUBLN","31040000574870","JUV","22","Fairy dust and the quest for the egg","Levine, Gail Carson.","2005","J LEVI",,,"13","1","25.00","2020-06-25","2006-05-16"
"OCRL-DUBLN","31040000577493","JUV","8","Abner & me : a baseball card adventure","Gutman, Dan","2005","J GUTM",,,"13","1","25.00","2020-06-25","2006-06-10"
"OCRL-DUBLN","31040000583483","JUV","8","The shaggy dog : the junior novelization","Herman, Gail 1959-","2006","J HERM",,,"13","1","25.00","2020-06-25","2006-06-19"
"OCRL-DUBLN","31040000584648","JUV","42","Little house in the big woods","Wilder, Laura Ingalls 1867-1957","1981","J WILD",,,"13","1","25.00","2020-06-25","2006-06-29"
"OCRL-DUBLN","31040000607829","JUV","115","Curious George goes to the hospital","Rey, Margret","1994","E REY",,,"13","1","25.00","2020-06-25","2006-06-30"
"OCRL-DUBLN","31040000607936","JUV","15","Gotcha!","Gilson, Jamie","2006","J GILS",,,"13","1","25.00","2020-06-25","2006-06-30"
"OCRL-DUBLN","31040000608074","JUV","34","Ginger Pye","Estes, Eleanor 1906-1988","2000","J ESTE",,,"13","1","25.00","2020-06-25","2006-06-30"
"OCRL-DUBLN","31040000608637","YA","14","White girl","Olsen, Sylvia 1955-","2004","YA OLSE",,,"13","1","25.00","2020-06-26","2006-07-03"
"OCRL-DUBLN","31040000634153","JUV","55","Catch me, catch me! : a Thomas the Tank Engine story",,"1990","E THOM",,,"13","1","25.00","2020-06-25","2006-10-15"
"OCRL-DUBLN","31040000634237","JUV","50","Olivia forms a band","Falconer, Ian 1959-","2006","E FALC",,,"13","1","25.00","2020-06-25","2006-10-15"
"OCRL-DUBLN","31040000660406","Ready Ref","0","The New York Public Library African American desk reference",,"1999","RREF 305.896073 NEW","300","300","13","1","25.00","2020-06-26","2006-11-30"
"OCRL-DUBLN","31040000675545","JUV","24","The puppy who wanted a boy","Thayer, Jane 1904-2005","1985","E THAY",,,"13","1","25.00","2020-06-25","2007-04-28"
"OCRL-DUBLN","31040000676212","AV","19","InglÈs","Beckerman, Howard","2000","CD 428.3421 BECK","400","420","13","1","25.00","2020-06-25","2007-04-29"
"OCRL-DUBLN","31040000676592","AV","35","Balance of power : a novel","Patterson, Richard North","2003","CD FIC PATT",,,"13","1","25.00","2020-06-25","2007-04-28"
"OCRL-DUBLN","31040000683879","JUV","16","Show way","Woodson, Jacqueline","2005","E WOOD",,,"13","1","25.00","2020-06-25","2007-05-24"
"OCRL-DUBLN","31040000690627","NONFIC","0","The encyclopedia of the cat","Pollard, Michael","2002","REF 636.8 Poll","600","630","13","1","25.00","2020-06-26","2007-06-08"
"OCRL-DUBLN","31040000691054","JUV","133","At the carnival","Valdes, Leslie.","2005","E DORA",,,"13","1","25.00","2020-06-25","2007-06-09"
"OCRL-DUBLN","31040000691203","EASY-READER","68","I can read, too","Sargent, Dave 1941-","2006","E SARG V.10",,,"13","1","25.00","2020-06-25","2007-06-09"
"OCRL-DUBLN","31040000691245","JUV","16","The day I was rich","Cosby, Bill 1937-","1999","E COSB",,,"13","1","25.00","2020-06-25","2007-06-09"
"OCRL-DUBLN","31040000698232","FIC","12","Native son","Wright, Richard 1908-1960","2005","FIC WRIG",,,"13","1","25.00","2020-06-25","2007-06-22"
"OCRL-DUBLN","31040000704626","JUV","16","Tacky and the Emperor","Lester, Helen.","2000","E LEST",,,"13","1","25.00","2020-06-25","2007-07-15"
"OCRL-DUBLN","31040000705375","Ready Ref","0","Used car buying guide",,"1989","RREF 629.222 CONS","600","620","13","1","25.00","2020-06-26","2007-07-19"
"OCRL-DUBLN","31040000710151","NONFIC","24","Windows Vista in a nutshell","Gralla, Preston.","2007","005.446 GRAL","000","000","13","1","25.00","2020-06-26","2007-07-29"
"OCRL-DUBLN","31040000710177","NONFIC","34","Windows Vista all-in-one desk reference for dummies","Leonhard, Woody.","2007","005.446 LEON","000","000","13","1","25.00","2020-06-26","2007-07-29"
"OCRL-DUBLN","31040000730084","Reference Office","12","From the heart : seven rules to live by","Roberts, Robin 1960-","2007","158 ROBE","100","150","13","1","25.00","2020-06-26","2007-10-08"
"OCRL-DUBLN","31040000765056","FOREIGNL","3","Intercambios : Spanish for global communication","Hendrickson, James M.","1995","468.2461 HEND","400","460","13","1","20.00","2020-06-25","2008-01-13"
"OCRL-DUBLN","31040000765270","NONFIC","37","The occult : a history","Wilson, Colin 1931-2013","1995","133 WILS","100","130","13","1","25.00","2020-06-26","2008-01-13"
"OCRL-DUBLN","31040000766419","YA","18","The golden compass","Pullman, Philip 1946-","2006","YA PULL",,,"13","1","25.00","2020-06-26","2008-01-21"
"OCRL-DUBLN","31040000778919","NONFIC","0","Schott's almanac 2007","Schott, Ben 1974-","2006","032.02 SCHO","000","030","13","1","25.00","2020-06-26","2008-04-05"
"OCRL-DUBLN","31040000787068","REF","0","West's code of Georgia annotated.","Georgia","2003","REF GA 348.758 GEOR V.45","300","340","13","1","25.00","2020-06-26","2008-05-17"
"OCRL-DUBLN","31040000788694","LG-PRNT","36","Simon says","Foster, Lori 1958-","2008","LP FIC FOST",,,"13","1","25.00","2020-06-25","2008-05-25"
"OCRL-DUBLN","31040000790112","Reference Office","31","Open to meditation : a gentle, guided approach","Lang, Diana 1957-","2004","158.12 LANG","100","150","13","1","25.00","2020-06-26","2008-06-01"
"OCRL-DUBLN","31040000796077","JUV","56","The invention of Hugo Cabret : a novel in words and pictures","Selznick, Brian.","2007","J SELZ",,,"13","1","25.00","2020-06-25","2008-06-22"
"OCRL-DUBLN","31040000802701","JUV","62","Dirt on my shirt","Foxworthy, Jeff.","2008","E FOXW",,,"13","1","25.00","2020-06-25","2008-07-16"
"OCRL-DUBLN","31040000803774","NONFIC","2","The Praxis series official guide.",,"2008","379.157 PRAX","300","370","13","1","25.00","2020-06-26","2008-07-19"
"OCRL-DUBLN","31040000808062","JUV","4","The legend of Bass Reeves : being the true and fictional account of the most valiant marshal in the West","Paulsen, Gary","2006","J PAUL",,,"13","1","25.00","2020-06-25","2008-08-05"
